Language,Tagalog,Wolof,Baure,Isthmus Zapotec,Somali,Kikuyu; Gikuyu,Croatian,Bakhtiari,Choctaw,Marathi,Nepal Bhasa; Newari,Amharic,Tamil,Bavarian,Võro,Abkhazian,Alviri-Vidari,Cebuano,Nganasan,Telugu,Aragonese,Central Kurdish,Swiss German; Alemannic; Alsatian,Luo (Kenya and Tanzania),Finnish,Bodo (India),Uighur; Uyghur,Papiamento,Rohingya,Gaelic; Scottish Gaelic,Malayalam,Thai,Walloon,Gujarati,Kis,Nanai,Chamicuro,Scots,French,Uab Meto,uranik kathava,Pedi; Sepedi; Northern Sotho,Achinese,Lithuanian,Dogrib,Kashmiri,Urdu,Ama (Papua New Guinea),Banjar,Masai,Catalan; Valencian,Votic,Tonga (Tonga Islands),Hakka Chinese,Nauru,Bashkir,Ingush,Cheyenne,Bulgarian,Erzya,Central Melanau,Prussian,Krio,Waray,Welsh,Ewe,Moroccan Arabic,Kildin Sami,Tuvinian,Tok Pisin,San Blas Kuna,"Low German; Low Saxon; German, Low; Saxon, Low",Ganda,Manx,Tuvalu,Chinese,purank kania,Lule Sami,pauranik varta,Cornish,Wu Chinese,Czech,Ket,Sranan Tongo,Iloko,Shona,Tahitian,Bengali,Western Frisian,Western Apache,Komi-Permyak,Northern Frisian,Potawatomi,Mazanderani,Hebrew,Pitcairn-Norfolk,"Greek, Ancient (to 1453)",Northern Sami,Tachelhit,"Sotho, Southern",Chamorro,Macedonian,Rapanui,Ladin,Koryak,Gheg Albanian,Dolgan,pouraniko kahani,Fijian,Eshtehardi,Minangkabau,Swedish,Archi,Gallurese Sardinian,Kabyle,Gagauz,Karachay-Balkar,Pali,Georgian,Slovak,Navajo; Navaho,Kalo Finnish Romani,Standard Malay,Venda,Russian,puranik kahania,Latgalian,Sichuan Yi; Nuosu,onjomnosk,pouranik kahini,Nogai,Moksha,Dongxiang,Hungarian,Algonquin,Classical Syriac,Bau Bidayuh,Hopi,Albanian,Kannada,Kara-Kalpak,Nenets,Central Atlas Tamazight,Laz,Esperanto,Pennsylvania German,Central Khmer,Lombard,Romansh,Chechen,pauranik akhyayika,Malay (macrolanguage),Gan Chinese,Mandarin Chinese,pauranikakathasamuhah,Danish,Kölsch,Vlaams,Silesian,Kalmyk; Oirat,Tatar,Lak,Divehi; Dhivehi; Maldivian,Shor,Dzongkha,Ingrian,Aleut,Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic,Unnamed: 168,Cherokee,Russia Buriat,Japanese,Tohono O'odham,khristpurb,Mandinka,Haitian; Haitian Creole,Tai Dam,Sundanese,Lezghian,Romagnol,Mócheno,Khakas,Turkmen,Ainu,Indonesian,Turkish,Fiji Hindi,Borôro,Basque,Sanskrit,Talysh,Coptic,puraniki,Burmese,Gilbertese,Manchu,Central Okinawan,Oriya,Standard Arabic,Khoekhoe,Kalaallisut; Greenlandic,Limburgan; Limburger; Limburgish,Wymysorys,Tigrinya,Western Abnaki,Neapolitan,!Xóõ,Mongolian,Ngarrindjeri,Pacific Gulf Yupik,Lower Sorbian,Abaza,Yakut,Hiligaynon,Persian,Ladino,Innu,Lakota,Dakota,German,Jamaican Creole English,Lao,Min Dong Chinese,Mirandese,Chichewa; Chewa; Nyanja,"Bokmål, Norwegian; Norwegian Bokmål",Hausa,Aguaruna,Ligurian,Irish,Maltese,pauranikakathe,Romanian,Tswana,Kinyarwanda,Mingrelian,Sinhala; Sinhalese,Meru,English,Sassarese Sardinian,Warlpiri,Kashubian,Kazakh,puranik kanyo,Venetian,Javanese,Northern Tiwa,Faroese,Galician,pauranika-kathe,Breton,Icelandic,Lushai,Alabama,Powhatan,Belarusian,Western Mari,pauranika kathe,Crimean Tatar; Crimean Turkish,Corsican,Lingala,Armenian,Evenki,Upper Sorbian,Veps,Guerrero Amuzgo,Dutch,Chuvash,Latin,Asturian; Bable; Leonese; Asturleonese,Seri,Hawaiian,Pangasinan,Polish,Inari Sami,Tetum,Adyghe; Adygei,Zulu,Chinook jargon,Buginese,Italian,Panjabi; Punjabi,Assamese,Pampanga; Kapampangan,Egyptian Arabic,Arpitan,Udmurt,Santali,Kirghiz; Kyrgyz,Kamba,Ukrainian,Slovenian,Kabardian,Kumyk,kristapurva,Nepali,Sindhi,Piemontese,Guadeloupean Creole French,Madurese,Extremaduran,Dungan,Pitjantjatjara,Manipuri,Central Yupik,Yue Chinese,Skolt Sami,Modern Greek (1453-),Avestan,Bambara,Bishnupriya,Friulian,pauraniki,Aromanian; Arumanian; Macedo-Romanian,Samogitian,Portuguese,Tibetan,Afrikaans,Miyako,Xhosa,Vietnamese,Northern Kurdish,Avaric,Sicilian,pouraniko kotha,Occitan (post 1500); Provençal,Tajik,Liv,Ossetian; Ossetic,Rusyn,pauranika,Balinese,Korean,Central Bikol,Samoan,"Norwegian Nynorsk; Nynorsk, Norwegian",Konkani,Saterfriesisch,Logudorese Sardinian,Eastern Mari,Yucateco,Luxembourgish; Letzeburgesch,Spanish; Castilian,Bislama,Karelian,Igbo,Mi'kmaq; Micmac,Southern Altai,Swati,Maori,Hindi,Western Panjabi,Pipil,Campidanese Sardinian,Udi,Yoruba
Tok Pisin,62,14,0,1,20,2,97,0,3,34,2,15,39,26,9,5,0,38,0,45,44,1,21,6,62,41,6,52,9,37,57,32,31,81,0,1,4,52,145,0,0,12,2,36,0,35,58,0,0,1,108,7,15,1,3,15,0,0,67,8,1,10,3,13,47,13,2,9,12,16,0,46,18,18,12,4,0,1,0,32,1,69,3,11,30,6,10,67,88,0,10,18,0,2,22,4,29,21,0,10,25,66,9,19,0,1,0,0,21,0,2,129,1,0,18,10,12,1,38,83,7,1,79,0,100,0,8,0,0,0,1,12,0,63,0,2,0,0,52,56,11,10,0,1,115,10,10,25,80,21,0,81,2,12,0,135,28,15,5,2,35,10,9,1,0,2,0,28,3,1,12,112,0,0,0,49,1,17,13,0,3,10,23,0,99,41,5,0,59,28,0,13,0,20,8,1,0,55,36,3,15,41,9,11,1,42,1,13,0,0,55,6,5,20,20,4,0,2,1,167,28,8,1,10,4,136,30,1,38,51,51,0,96,23,8,2,12,7,250,0,0,21,27,0,36,27,4,84,85,0,45,111,0,2,0,49,9,0,21,32,14,39,10,38,6,1,195,5,83,68,0,33,4,89,4,15,11,32,4,1,112,70,58,17,5,18,14,0,29,1,62,95,10,9,0,46,8,21,1,0,14,3,1,29,2,4,6,61,0,22,0,43,0,32,9,133,0,111,2,28,26,35,11,62,0,72,31,25,24,12,0,1,27,6,18,84,53,20,11,22,0,73,129,54,11,10,0,10,3,42,59,9,0,11,8,18
San Blas Kuna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Low German; Low Saxon; German, Low; Saxon, Low",94,17,0,0,30,1,143,0,2,65,9,20,46,47,26,24,0,58,0,46,89,15,58,0,127,49,8,59,9,68,60,45,62,95,0,0,0,91,194,0,0,14,0,91,0,48,73,0,6,1,143,2,16,0,1,49,1,0,113,27,4,5,0,26,83,16,1,11,36,46,0,184,15,46,13,2,0,3,0,66,1,115,0,3,33,2,12,69,196,0,28,54,0,3,32,6,36,36,0,28,28,97,1,32,0,1,0,0,12,0,0,231,1,2,20,30,18,1,58,125,2,1,104,0,135,0,11,0,0,0,20,40,0,107,0,0,0,0,100,64,18,12,0,2,167,18,15,51,109,39,0,98,4,6,0,248,47,29,16,23,65,13,13,1,0,2,0,29,2,1,36,88,0,0,0,63,0,33,41,2,3,31,58,0,125,94,8,0,99,35,0,8,0,15,8,0,0,73,58,1,22,117,18,14,0,49,0,31,0,0,84,7,43,14,25,12,1,2,0,392,21,4,2,12,2,249,25,0,49,93,86,0,145,24,12,4,8,2,264,2,1,40,45,0,80,59,4,167,117,0,97,190,0,3,0,85,13,0,41,67,40,64,30,76,22,1,329,39,144,108,0,40,2,143,5,24,13,46,0,3,166,72,56,24,3,25,35,2,52,1,105,151,17,31,0,72,7,31,0,0,19,1,0,33,0,2,2,94,0,16,2,94,0,59,46,216,1,190,0,29,39,67,39,109,0,111,54,15,59,35,0,0,44,9,35,171,71,73,9,46,0,202,162,19,4,12,0,32,3,34,57,15,0,10,9,47
Ganda,22,5,0,0,17,15,34,0,0,18,2,12,15,2,6,2,0,17,0,15,15,0,11,5,15,17,6,22,1,10,17,12,17,17,2,2,0,18,40,0,0,11,0,10,0,14,20,0,3,1,28,1,12,0,0,11,0,0,27,3,1,4,0,8,15,9,0,8,8,18,0,15,28,5,11,0,0,0,0,12,0,15,0,1,14,10,10,17,24,0,8,12,0,2,9,0,14,9,0,4,20,22,3,10,0,0,0,0,13,0,0,36,2,0,14,8,11,0,12,24,6,2,22,1,29,0,0,0,0,0,2,6,0,26,0,1,0,2,14,17,8,8,0,0,26,7,2,14,25,14,0,24,2,7,0,25,18,9,4,2,25,8,5,0,1,0,0,16,0,0,9,15,0,0,0,13,0,10,8,0,0,10,16,0,29,9,2,0,11,3,0,7,0,9,4,2,2,14,16,3,10,16,2,10,0,17,0,3,0,0,22,4,3,5,4,2,0,0,0,37,13,2,0,2,7,31,24,0,21,19,21,0,35,12,43,1,3,9,44,0,0,6,5,0,15,12,0,31,26,0,19,29,0,2,0,12,8,0,12,19,18,16,8,17,3,0,44,0,26,25,2,19,0,17,2,10,10,32,1,1,26,21,15,8,4,7,10,0,16,12,14,30,8,9,0,16,5,9,2,0,9,1,0,13,0,0,3,29,0,13,0,16,0,15,1,38,0,27,3,17,10,13,9,20,0,23,13,14,11,9,0,0,10,5,9,22,15,10,7,10,1,22,31,8,5,8,0,11,1,21,23,9,0,2,3,10
Manx,125,4,0,0,16,0,386,0,2,81,6,9,74,20,90,16,0,127,0,56,142,34,20,1,367,47,9,69,7,385,73,141,54,214,0,0,4,77,606,0,0,22,2,239,1,80,133,1,0,0,498,2,4,2,1,38,1,0,330,40,2,8,2,37,286,5,0,4,18,18,0,46,5,30,1,7,0,0,0,191,0,375,0,9,12,8,1,146,164,0,16,29,0,1,27,2,24,31,1,105,22,217,0,15,0,1,0,0,3,0,0,372,2,3,6,16,3,0,118,393,9,0,315,0,351,0,10,0,0,0,14,37,0,318,0,0,0,1,223,63,1,3,1,2,466,1,28,112,85,17,0,292,1,16,0,357,18,18,7,23,26,3,6,3,0,2,1,22,4,1,14,289,0,0,0,71,0,15,23,1,0,18,66,1,320,306,7,0,379,27,0,1,0,8,2,1,0,141,101,0,5,78,6,2,0,31,0,151,0,0,53,1,43,10,86,9,0,1,0,517,8,8,0,11,1,323,12,0,52,557,206,0,436,35,10,3,11,1,701,2,0,94,147,0,50,51,5,182,413,0,229,305,3,0,0,294,12,0,33,134,68,154,16,56,23,1,484,95,268,277,2,44,0,410,2,6,3,31,0,0,550,154,57,9,6,8,19,1,106,1,353,431,2,21,0,64,3,23,1,0,4,0,0,32,2,3,7,143,0,10,1,146,0,123,97,711,2,259,0,11,191,153,16,139,0,239,123,4,99,19,0,0,136,5,83,183,154,49,11,85,2,156,582,8,2,2,0,17,3,93,116,5,0,7,1,63
Tuvalu,19,6,0,0,15,1,14,0,0,14,1,8,11,4,3,1,0,18,0,14,13,0,8,0,3,15,5,16,0,6,17,0,16,14,1,1,0,15,18,1,0,5,2,2,0,13,10,0,1,0,10,2,20,0,0,11,0,0,14,0,3,5,0,5,9,9,0,10,10,12,0,13,11,1,4,0,0,0,0,9,0,5,6,2,23,2,17,10,20,0,10,14,0,2,5,0,13,2,0,0,19,13,8,10,0,0,0,0,16,0,3,16,1,0,17,10,11,0,9,12,1,1,18,0,10,0,2,0,0,0,0,4,0,17,0,0,0,1,8,13,10,10,0,0,15,8,0,15,19,15,0,20,3,1,0,16,12,10,0,1,23,10,5,0,0,0,0,16,0,0,10,0,0,0,0,12,0,12,10,0,0,11,12,0,23,1,3,0,1,17,0,6,0,10,9,3,1,11,9,7,10,13,0,8,0,20,0,0,0,0,14,5,1,10,2,3,0,2,0,21,12,2,0,0,1,18,24,0,17,10,9,0,16,0,0,3,1,2,22,0,0,3,0,0,20,20,0,18,13,0,10,17,0,2,0,3,10,0,11,14,12,9,10,13,3,0,14,0,16,11,1,24,6,2,1,11,10,14,2,3,11,16,10,14,1,9,10,0,11,0,3,16,10,10,0,15,7,10,3,1,10,0,0,12,0,0,1,25,0,10,0,13,0,13,0,12,0,15,1,13,1,14,10,15,0,13,10,15,10,11,0,3,0,4,24,12,15,10,2,12,0,16,13,10,5,10,0,11,0,22,14,10,2,3,6,9
Chinese,7,0,0,0,1,2,53,0,0,18,2,3,15,1,6,1,0,3,0,14,10,0,3,0,107,19,1,4,2,6,19,87,3,37,0,1,0,0,95,1,0,2,0,24,0,19,30,1,0,0,62,0,0,78,0,3,0,0,27,1,0,0,0,2,8,0,0,0,1,4,0,2,0,7,0,0,0,0,0,6,14,42,1,0,0,2,0,28,6,0,0,0,0,0,8,0,1,2,0,5,2,23,0,0,1,0,0,0,0,0,0,31,0,1,1,0,1,0,17,41,2,0,37,0,60,0,0,0,0,0,0,2,0,38,0,0,1,0,12,22,0,0,0,0,34,0,4,3,5,2,0,50,9,36898,0,29,3,0,0,2,6,0,0,0,0,0,0,1,194,0,0,3498,0,0,0,7,0,1,0,0,0,0,8,2,54,31,1,0,32,9,0,0,0,3,0,2,5,32,17,0,0,2,0,0,0,0,0,18,0,0,1,0,2,2,8,0,0,0,0,62,0,9,6,2,0,32,0,0,2,11,11,0,67,7,0,0,4,0,147,1,0,2,11,0,1,4,0,10,54,0,6,25,0,0,0,26,0,0,0,4,3,21,2,2,0,0,45,5,12,17,0,4,0,90,0,0,0,5,0,0,57,39,16,0,1,1,0,0,8,0,38,56,0,0,0,17,0,0,0,0,1,4,0,10,0,350,0,16,0,1,0,5,0,3,8,73,3,22,2,4,214,7,0,6,0,11,6,1,5,0,0,0,316,0,3,19,25,1,1,7,0,5,68,0,0,0,0,0,0,6,28,0,0,1,0,3
purank kania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lule Sami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pauranik varta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cornish,148,12,0,0,20,3,270,1,11,95,7,14,68,39,94,19,0,139,0,53,188,26,40,6,220,57,11,78,6,209,74,96,81,204,2,2,0,103,387,0,0,8,3,178,0,79,111,1,3,0,308,5,12,0,2,43,2,0,281,43,6,17,1,38,363,8,1,5,27,32,0,66,12,191,9,6,0,0,0,94,0,246,6,12,40,7,5,141,210,0,19,50,0,1,29,4,31,40,1,114,40,196,6,32,0,0,0,0,12,0,2,265,6,3,8,22,8,0,119,270,13,0,212,0,265,0,9,0,0,0,21,46,0,220,0,2,0,2,242,58,6,6,1,4,309,1,28,122,109,25,0,188,2,14,0,266,40,29,16,29,45,7,8,4,0,1,1,32,3,2,24,175,0,0,0,99,0,25,28,1,0,29,69,0,231,212,8,0,231,33,1,1,0,13,3,4,2,120,74,8,3,114,9,4,1,66,0,128,0,0,61,2,54,28,58,12,1,3,0,323,23,6,0,16,0,255,16,0,89,254,229,0,299,22,10,3,17,6,371,2,1,101,137,0,76,73,15,198,284,0,404,259,2,0,0,261,11,0,48,156,80,140,24,64,33,2,333,102,273,248,3,56,7,249,5,16,5,38,2,1,341,139,71,25,4,25,32,1,115,4,305,275,5,27,0,81,2,48,4,0,10,0,0,40,1,1,7,94,0,13,3,175,0,143,100,501,2,243,2,21,142,149,25,178,0,248,128,21,111,30,0,2,117,8,90,178,135,60,18,64,1,171,373,20,10,13,0,29,2,113,99,7,0,7,6,82
Wu Chinese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Czech,442,14,1,1,58,14,6757,0,1,243,12,19,177,67,114,26,0,185,0,191,441,70,110,18,4869,226,26,251,14,372,280,751,142,697,1,2,5,142,7821,0,0,107,5,2084,0,376,493,0,7,1,5444,11,10,3,8,108,4,0,2698,111,7,19,1,74,706,23,3,9,36,69,0,115,15,375,5,42,0,0,0,246,0,3222,9,19,40,16,6,573,507,0,22,26,0,7,269,7,149,144,1,137,62,2138,5,26,0,2,0,0,11,0,3,4128,4,7,19,20,25,3,576,14811,16,0,1783,1,5903,0,49,1,0,0,18,107,0,5225,0,5,0,1,833,268,13,10,2,2,4127,5,66,153,249,60,0,1942,0,181,0,2942,120,43,37,30,110,8,14,5,0,4,1,170,21,12,23,2059,1,0,0,298,0,79,38,1,4,27,316,1,2765,2249,13,0,3134,129,1,6,0,32,4,5,1,496,308,8,24,179,13,7,1,127,3,497,0,0,441,1,128,41,263,18,0,5,1,8774,11,648,1,38,1,2699,44,0,98,772,648,0,5310,217,46,4,31,16,8663,8,1,200,600,0,131,147,7,472,3314,0,539,1085,2,1,0,1784,12,0,136,199,98,635,21,397,40,0,5228,165,1291,1686,2,96,9,8917,10,31,5,113,4,1,7217,603,267,18,20,30,35,1,313,15,2899,6993,6,42,0,265,17,112,6,1,25,2,0,172,2,19,21,1367,0,40,5,290,0,164,156,7671,7,1514,2,106,631,406,27,439,0,1027,271,15,198,55,0,3,535,8,92,1021,489,61,18,516,6,517,7748,16,19,10,1,21,6,138,522,10,0,32,6,122
Ket,7,0,0,0,0,2,1,0,0,3,0,0,0,0,3,1,0,6,0,0,3,1,0,0,3,0,0,2,0,7,0,0,3,0,0,1,0,6,7,0,0,0,0,3,0,3,0,0,0,0,1,3,3,1,0,1,0,0,6,0,3,3,0,0,6,0,0,1,1,3,0,0,0,0,6,1,0,0,0,6,1,9,8,3,7,0,3,0,12,0,0,0,0,0,0,0,3,3,0,0,0,4,8,0,0,0,0,0,3,0,3,3,1,0,0,0,0,0,1,5,0,0,3,0,4,0,3,0,0,0,0,0,0,6,0,0,0,0,4,1,0,0,0,0,7,0,0,0,3,0,0,0,1,1,0,7,6,0,1,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,3,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,9,0,3,0,0,0,4,0,1,0,0,4,0,0,4,3,0,0,3,0,9,0,3,1,0,0,6,3,0,0,6,1,0,2,0,0,0,0,0,12,0,0,4,0,0,3,10,0,3,1,0,6,6,0,0,0,6,0,0,0,0,0,0,1,0,3,0,3,0,7,3,0,10,9,3,0,1,0,0,3,0,2,0,0,3,0,0,0,0,1,2,5,5,0,0,0,0,0,0,3,1,0,0,0,1,0,1,1,7,0,0,0,3,0,3,0,4,0,6,0,0,0,5,0,3,0,0,1,6,0,3,0,4,1,0,3,3,0,0,0,3,0,3,2,0,6,3,0,0,0,3,6,0,0,0,4,0
Sranan Tongo,7,1,0,1,0,0,16,0,1,2,0,0,0,6,2,0,0,3,0,2,10,0,7,0,10,3,0,29,0,10,1,2,6,2,0,1,0,11,36,1,0,3,0,7,0,2,4,0,0,0,27,5,1,0,1,2,0,0,12,2,1,3,0,0,12,0,0,0,2,11,0,3,1,9,2,0,0,0,0,12,0,19,3,0,3,1,1,1,36,0,0,5,0,0,0,1,5,5,0,2,2,14,3,2,0,1,0,0,4,0,2,47,1,1,0,0,2,0,4,15,0,0,9,1,18,0,3,0,0,0,2,2,0,13,0,0,0,0,10,1,1,1,0,0,31,0,1,2,4,1,0,9,0,1,0,47,4,2,2,1,3,0,0,1,0,0,0,8,0,0,1,9,0,0,1,8,0,2,0,0,0,3,3,0,9,7,1,0,9,2,0,0,0,0,1,2,0,1,2,3,0,10,1,0,0,14,2,1,0,0,7,0,2,3,2,0,0,2,1,44,3,1,0,1,1,46,2,0,6,15,7,0,17,2,2,0,1,0,39,2,0,11,4,0,7,4,2,30,17,0,18,39,0,0,0,11,0,0,4,8,1,4,1,4,3,0,47,1,20,14,0,5,3,21,0,0,2,3,1,0,25,0,1,2,1,2,1,0,3,0,15,16,0,2,0,1,0,4,1,0,0,0,0,1,0,0,0,13,0,2,0,7,0,4,2,23,1,47,0,2,2,11,0,17,0,19,3,2,2,3,0,1,4,0,1,14,2,1,2,1,1,9,27,6,3,2,0,1,0,5,8,0,0,3,4,1
